"","sqrt(evictionrate)","povertyrate","perc_16yrs_and_over_unemployed","per_bach_and_up","pctafam","pctasian","pcthispanic","SLT_EXEMPT_TOTAL","SLT_TREMEDIES_TOTAL","SLT_Retaliation","FHP_ExcemptHousing_TOTAL","SLT_LREMEDIES_TOTAL","city","residual"
"1503",1.72626765016321,6.02,3.28,43.76,18.89,3.12,6.2,1,2,1,6,3,"Greensboro city, NC",-0.486689295047059
"1504",3.30756708170825,30.32,6.26,33.49,59.14,0,0.05,1,2,1,6,3,"Wilmington city, NC",0.868385160079336
"1505",1.75214154679352,25.11,9.17,29.59,51.46,0,1.72,1,2,1,6,3,"Wilmington city, NC",-0.689851561401571
"1506",2.9086079144498,39.8,5.26,12.1,12.17,0,38.21,1,2,1,6,3,"Wilmington city, NC",0.727515739468376
"1507",3.02985148150862,17.1,4.97,42.16,35.7,0,2.52,1,2,1,6,3,"Wilmington city, NC",1.00787442485155
"1508",0.707106781186548,2.39,5.1,65.17,6.37,19.26,3.92,1,2,1,6,3,"Cary town, NC",-0.602303225811991
"1509",1.86279360101972,2.12,2.44,60.3,9.39,2.43,1.63,1,2,1,6,3,"Cary town, NC",0.496299721671591
"1510",1.48996644257513,8.98,0.77,65.38,3.7,8.58,1.21,1,2,1,6,3,"Greensboro city, NC",-0.295515040684882
"1511",3.73898381916798,63.32,8.13,7.37,86.73,0,6.07,1,2,1,6,3,"Greensboro city, NC",0.0874994068227144
"1512",2.849561369755,11.02,5.18,19.44,37.26,8.48,11.9,1,2,1,6,3,"Greensboro city, NC",0.14594210493258
"1513",2.85832118559129,17.59,4.89,32.82,42.57,0,16.65,1,2,1,6,3,"Greensboro city, NC",0.211371549242295
"1514",2.61916017074176,9.13,1.75,41.36,37.83,4.54,1.98,1,2,1,6,3,"Greensboro city, NC",0.209326747048674
"1515",3.31813200460741,39.76,4.1,7.17,84.69,0.25,3.85,1,2,1,6,3,"Greensboro city, NC",-0.121098620572689
"1516",4.45533388198909,36.42,6.03,12.05,76.51,0,19.35,1,2,1,6,3,"Greensboro city, NC",1.14066750813643
"1517",2.82665880502051,45.92,11.73,3.13,56.98,7.85,11.74,1,2,1,6,3,"High Point city, NC",-0.140583782138655
"1518",1.4560219778561,12.2,5.64,12.26,68.73,3.06,9.13,1,2,1,6,3,"High Point city, NC",-1.25363680843562
"1519",0.223606797749979,13.07,7.03,9.54,8.2,1.68,69.8,1,1,1,5,1,"Elizabeth city, NJ",0.037645522465504
"1520",2.68514431641951,23.16,5.6,8.21,33.42,29.69,13.6,1,2,1,6,3,"Greensboro city, NC",-0.124891909520348
"1521",2.0174241001832,8.29,1.85,65.15,4.33,2.28,1.57,1,2,1,6,3,"Greensboro city, NC",0.191760317307865
"1522",2.01990098767242,15.23,4.32,65.52,27.7,1.52,5.28,1,2,1,6,3,"Greensboro city, NC",-0.116051557383852
"1523",1.88148877222268,0,3.62,39.71,31.27,0.34,4.66,1,2,1,6,3,"Greensboro city, NC",-0.484043553535614
"1524",3.64691650576209,23.55,6.95,9.8,34.83,4.01,32.84,1,2,1,6,3,"Greensboro city, NC",0.783719533273952
"1525",2.40208242989286,8.12,3.88,42.12,11.91,8.26,5.37,1,2,1,6,3,"Greensboro city, NC",0.226517782279609
"1526",2.94788059459674,24.06,8.76,15.36,45.56,15.71,16.79,1,2,1,6,3,"Greensboro city, NC",-0.00056984603224732
"1527",3.37786915081091,15.53,6.54,14.43,53.6,4.91,13.8,1,2,1,6,3,"High Point city, NC",0.815334156144756
"1528",3.57770876399966,4.2,2.87,47.86,27.15,1.21,2.64,1,2,1,6,3,"Greensboro city, NC",1.33653186169457
"1529",2.39165214862028,6.33,2.1,51.13,7.66,1.38,5.36,1,2,1,6,3,"Greensboro city, NC",0.388969442709059
"1530",2.30434372436058,2.17,3.27,36.52,37.2,12.32,7.6,1,2,1,6,3,"Greensboro city, NC",-0.13099885192784
"1531",3.22335229225724,23.88,2.94,35.11,45.17,3.02,5.94,1,2,1,6,3,"Greensboro city, NC",0.581538755060736
"1532",3.55246393366632,14.59,4.2,24.15,25.81,0,11.42,1,2,1,6,3,"Greensboro city, NC",1.00128673472723
"1533",1.53297097167559,13.94,1.15,50.94,6.8,4.87,0.8,1,2,1,6,3,"Wilmington city, NC",-0.00404873030131772
"1534",1.86279360101972,15.01,6.78,18.8,14.04,1.52,4.04,1,2,1,6,3,"High Point city, NC",-0.281367241423745
"1535",2.20907220343745,16.52,5.25,29.45,29.59,0.87,11.88,1,2,1,6,3,"High Point city, NC",0.0592206634063252
"1536",3.67423461417477,15.73,4.67,25.01,56.26,1,6.82,1,2,1,6,3,"Greensboro city, NC",0.811654712163761
"1537",1.57797338380595,14.57,1.83,41.32,22.89,1.87,1.49,1,2,1,6,3,"Greensboro city, NC",-0.716681352692294
"1538",1.3,2.59,3.87,45.72,23.61,4.36,2.19,1,2,1,6,3,"Greensboro city, NC",-0.937990154358817
"1539",2.05182845286832,1.61,2.03,53.44,4.82,5.17,8.54,1,2,1,6,3,"High Point city, NC",0.547580414935027
"1540",0.964365076099296,4.98,1.91,56.16,15.88,21.52,2.21,1,2,1,6,3,"High Point city, NC",-0.610336512792135
"1541",2.30217288664427,13.52,5.16,21.77,38.19,9.16,3.06,1,2,1,6,3,"High Point city, NC",0.00564192764306097
"1542",2.43104915622864,43.13,10.32,4.24,47.07,0,3.29,1,2,1,6,3,"Wilmington city, NC",-0.345846708757386
"1543",2.83372546306095,47.59,14.16,10.1,90.49,0,0.57,1,2,1,6,3,"Wilmington city, NC",-0.417503003143553
"1544",1.3856406460551,12.64,8.42,36.08,10.68,3.88,5.34,1,2,1,6,3,"Wilmington city, NC",-0.497399046680429
"1545",1.4456832294801,2.95,3.04,53.48,5.61,3.03,2.49,1,2,1,6,3,"Wilmington city, NC",-0.0438978185313436
"1546",1.77482393492988,3.78,2.99,38.55,3.35,0.67,1.6,1,2,1,6,3,"Wilmington city, NC",0.139296404782973
"1547",2.2113344387496,12.55,3.85,30.62,9.19,1.22,8.39,1,2,1,6,3,"Wilmington city, NC",0.382594565231795
"1548",3.44093010681705,30.32,3.87,21.72,40.12,3.77,9.92,1,2,1,6,3,"Greensboro city, NC",0.661571660087586
"1549",3.20312347560939,20.82,7.46,19.2,97.54,0,0.4,1,2,1,6,3,"Greensboro city, NC",-0.224094757253777
"1550",2.87402157263998,22.84,7.86,19.84,88.82,0.41,5.5,1,2,1,6,3,"Greensboro city, NC",-0.471260980204318
"1551",2.25166604983954,3.47,0.24,45.89,6.83,2.52,1.43,1,2,1,6,3,"Greensboro city, NC",0.252077570507311
"1552",2.5298221281347,2.28,2.71,28.31,27.96,4.09,16,1,2,1,6,3,"Greensboro city, NC",0.104101317890887
"1553",3.50428309358705,28.24,2.35,9.09,31.02,5.37,44.09,1,2,1,6,3,"Greensboro city, NC",0.764863645843061
"1554",2.93598365118064,15.49,4.54,22.24,43.25,9.76,13.56,1,2,1,6,3,"Greensboro city, NC",0.200569483604867
"1555",3.25576411921994,16.24,2.7,15.25,54.83,10.13,12.55,1,2,1,6,3,"Greensboro city, NC",0.366568207957893
"1556",2.80535202782111,35.58,8.24,16.04,90.25,0.23,3.73,1,2,1,6,3,"Greensboro city, NC",-0.664404592813422
"1557",3.2,21.24,4.88,18.1,46.06,1.21,9.01,1,2,1,6,3,"High Point city, NC",0.748699324133084
"1558",2.94108823397055,31.03,7.55,16.88,45.29,2.46,22.38,1,2,1,6,3,"High Point city, NC",0.399042715963707
"1559",2.42899156029822,32.7,5.5,4.32,14.88,2.49,30.53,1,2,1,6,3,"High Point city, NC",0.0997281784862163
"1560",3.17804971641414,6.36,3.41,31.8,36.16,1.64,3.92,1,2,1,6,3,"Greensboro city, NC",0.655901635655413
"1561",1.84390889145858,1.67,3.01,30.21,36.11,0,3.59,1,2,1,6,3,"Greensboro city, NC",-0.667865536122672
"1562",2.83196045170126,5.73,3.83,40.3,6.8,1.75,6.61,1,2,1,6,3,"Greensboro city, NC",0.6890154308613
"1563",1.7058722109232,2.91,3.78,49.37,26.13,1.51,5.92,1,2,1,6,3,"Greensboro city, NC",-0.51839227519343
"1564",2.46779253585061,2.02,1.28,45.8,8.79,4.89,5.11,1,2,1,6,3,"Greensboro city, NC",0.440648466234969
"1565",2.77308492477241,13.13,2.47,24.19,44.69,3.35,12.3,1,2,1,6,3,"Greensboro city, NC",0.086777699066446
"1566",3.53836120259083,38.54,8.58,10.02,82.45,0.59,4.57,1,2,1,6,3,"Greensboro city, NC",0.0618800446601462
"1567",3.99124040869502,41.14,8.66,19.55,77.71,0.35,0.45,1,2,1,6,3,"Greensboro city, NC",0.644967215248301
"1568",1.40356688476182,1.83,3.82,55.82,7.42,1.27,9.95,1,2,1,6,3,"Cary town, NC",-0.0125208622062916
"1569",0.860232526704263,0.71,1.25,62.17,6.86,6.64,3.89,1,2,1,6,3,"Cary town, NC",-0.418388974698505
"1570",0.8,1.88,4.67,57.81,6.19,9.48,11.91,1,2,1,6,3,"Cary town, NC",-0.583726036055576
"1571",0.7,1.99,2.75,50.95,4.61,5.56,3.91,1,2,1,6,3,"Cary town, NC",-0.717119973139261
"1572",1.00995049383621,2.31,2.69,65.11,5.72,15.55,3.01,1,2,1,6,3,"Cary town, NC",-0.248974513685834
"1573",1.9672315572906,18.5,3.06,24.57,7.93,3.14,48.62,1,2,1,6,3,"Cary town, NC",0.198672798974812
"1574",1.51657508881031,1.19,2.75,64.45,8.6,34.71,3.04,1,2,1,6,3,"Cary town, NC",0.261435553371519
"1575",1.17473401244707,5.54,1.14,51.17,5.44,9.52,2.57,1,2,1,6,3,"Cary town, NC",-0.223982883658964
"1576",1.47986485869487,5.63,4.13,72,12.07,27,7.68,1,2,1,6,3,"Cary town, NC",0.212017957353066
"1577",0.489897948556636,0,2.41,60.45,17.72,14.24,2.55,1,2,1,6,3,"Cary town, NC",-0.924116013407317
"1578",1.47309198626562,7.35,0,41.79,17.56,27.76,2.97,1,2,1,6,3,"Cary town, NC",-0.0957380453562484
"1579",2.0712315177208,5.7,6.67,27.26,12.62,1.06,6.77,1,2,1,6,3,"Wilmington city, NC",0.140817346190763
"1580",2.5377155080899,37.5,3.27,22.03,72.74,0,3.79,1,2,1,6,3,"Wilmington city, NC",-0.123175361409491
"1581",1.67032930884901,14.63,5.08,24.45,7.54,0.21,7.6,1,2,1,6,3,"Wilmington city, NC",-0.247332498409648
"1582",1.4525839046334,0.78,2.26,78.3,4.12,35.26,4.78,1,2,1,6,3,"Cary town, NC",0.405979297075277
"1583",1.43178210632764,8,1.57,63.06,0.7,3.23,1.2,1,2,1,6,3,"Greensboro city, NC",-0.371601311100804
"1584",2.47588368062799,15.59,5.16,49.09,11.73,3.52,8.08,1,2,1,6,3,"Greensboro city, NC",0.308962975899349
"1585",3.278719262151,33.9,7.05,8.72,84.15,1.96,4.82,1,2,1,6,3,"Greensboro city, NC",-0.17109748483765
"1586",2.77488738510232,27.85,5.36,11.19,61.17,2.17,8.07,1,2,1,6,3,"Greensboro city, NC",-0.351982979194932
"1587",3.42782730020052,24.34,7.35,17.13,56.91,5.1,19.97,1,2,1,6,3,"Greensboro city, NC",0.399244658989465
"1588",2.47184141886166,9.19,3.86,44.89,13.01,2.08,5.05,1,2,1,6,3,"High Point city, NC",0.710219908383282
"1589",2.53377189186399,43.31,7.35,7.39,38.35,17.16,23.39,1,2,1,6,3,"High Point city, NC",-0.0653765908452512
"1590",3.43802268753422,15.63,3.77,15.73,62.8,5.97,3.53,1,2,1,6,3,"Greensboro city, NC",0.436442348204212
"1591",3.55668384875575,13.37,4.81,30.28,35.79,2.39,22.29,1,2,1,6,3,"Greensboro city, NC",0.981888238389867
"1592",2.48394846967484,21.76,5.9,21.32,39.53,22.43,12.74,1,2,1,6,3,"Greensboro city, NC",-0.260446401347466
"1593",3.17647603485372,19.5,5.31,26.86,63.67,0.14,9.34,1,2,1,6,3,"Greensboro city, NC",0.230364372689675
"1594",3.29696830436691,12.08,2.95,25.18,60.73,1.28,8.52,1,2,1,6,3,"Greensboro city, NC",0.448590898061979
"1595",3.95474398665704,16.75,6.08,25.17,82.12,1.99,6.8,1,2,1,6,3,"Greensboro city, NC",0.804209825664348
"1596",3.20624390837628,27.4,8.61,7.01,66.86,5.86,15.15,1,2,1,6,3,"High Point city, NC",0.336303356469062
"1597",1.83303027798234,7.48,4.88,27.84,21.11,0,8.79,1,2,1,6,3,"High Point city, NC",-0.205467269234785
"1598",2.81602556806574,33.58,4.85,17.64,28.35,26.23,13.31,1,2,1,6,3,"High Point city, NC",0.530176612249697
"1599",2.98831055949679,29.94,4.1,12.16,42.26,3.41,17.52,1,2,1,6,3,"Greensboro city, NC",0.0901319550205569
"1600",2.40208242989286,8.04,2.25,48.13,16.95,3.31,1.51,1,2,1,6,3,"Greensboro city, NC",0.263114806085082
"1601",2.39165214862028,2.01,5.33,43.02,9.41,3.7,16.88,1,2,1,6,3,"Greensboro city, NC",0.252270809889036
"1602",0.714142842854285,4.64,2.9,51.82,19.86,8.19,0.93,1,2,1,6,3,"High Point city, NC",-0.992618764165853
"1603",1.42828568570857,5.65,2.05,47.74,32.44,7.71,6.68,1,2,1,6,3,"High Point city, NC",-0.427320425095598
"1604",1.80831413200251,5.25,2.98,31.74,24.69,1.07,6.14,1,2,1,6,3,"Greensboro city, NC",-0.584862171208716
"1605",2.0174241001832,20.24,4.34,33.88,50.39,0.41,3.97,1,2,1,6,3,"Wilmington city, NC",-0.237333360193722
"1606",1.04403065089106,0.96,0.36,46.63,4.45,0,0.35,1,2,1,6,3,"Wilmington city, NC",-0.448345553986593
"1607",1.8,34.79,8.81,38.25,10.93,1.42,4.05,1,2,1,6,3,"Wilmington city, NC",-0.179165943738411
"1608",1.95192212959431,14.34,3.45,14.08,3.9,4.59,9.82,1,2,1,6,3,"High Point city, NC",-0.054717210795512
"1609",0.640312423743285,7.97,4.01,33.48,5.25,9.67,15.77,6,3,1,4,2,"Hillsboro city, OR",-0.254428463961842
"1610",0.458257569495584,6.75,4.11,35.66,0.86,10.87,7.22,6,3,1,4,2,"Hillsboro city, OR",-0.37385428207289
"1611",0.6557438524302,2.46,1.86,61.07,4.97,0,1.11,1,2,1,6,3,"Greensboro city, NC",-1.19805027846154
